transcript_ID,transcript_name,gene_ID,sample_1092_PAM41667,sample_1131_PAM44580,sample_1163_PAM44604,sample_1186_PAM43869,sample_1218_PAM43779,sample_1271_PAM44815,sample_1291_PAG71816,sample_1304_PAM44487,sample_5292_PAG75292,sample_5295_PAG77944,sample_5356_PAM42933,sample_579_PAG75663
ENST00000265806.12,R3HCC1-201,ENSG00000104679.12,44.39,25.49,52.63,33.3,84.92,60.34,73.75,40.68,53.7,55.32,72.67,48.54
ENST00000519192.1,SLC25A37-205,ENSG00000147454.14,1.73,1.45,4.59,7.26,3.31,1.44,7.27,2.42,2.76,5.1,8.76,7.46
ENST00000520654.1,SLC25A37-207,ENSG00000147454.14,0.14,0,1.59,0.36,0.85,1.53,1.9,0.48,1.75,1.32,0.83,0.84
ENST00000265769.9,ADAM28-201,ENSG00000042980.14,1.15,0.97,4.17,2.26,1.5,0.09,0.32,0.48,0.92,2.14,0,0.3
ESPRESSO:chr8:28438:6,NA,NA,3.46,20.79,2.7,0.97,1.07,3.69,1.16,24.7,3.32,2.63,26.27,1.07
ESPRESSO:chr8:28438:8,NA,NA,1.3,4.83,0.86,1.21,0.53,2.43,1.69,22.28,0.55,1.15,7.09,0.53
ENST00000221166.10,NEFM-201,ENSG00000104722.14,47.43,8.7,0.49,0.12,30.98,171.27,40.44,25.18,149.73,8.77,30.64,113.95
ESPRESSO:chr8:28439:17,NA,ENSG00000104722.14,0.8,0,0.06,0,0.25,3.38,0.6,0,5.87,0.75,1.47,4.06
ESPRESSO:chr8:28439:11,NA,NA,60.68,36.26,1.29,0.24,19.22,57.64,20.33,33.9,85.49,20.24,58.8,58.93
ESPRESSO:chr8:28439:9,NA,NA,5.19,1.93,0,0,1.5,4.5,0.42,1.94,10.96,1.15,3.34,5.18
ENST00000610854.2,NEFL-201,ENSG00000277586.4,166.19,45.93,1.35,0,65.14,353.59,77.09,105.08,331.38,42.46,71.73,287.05
ESPRESSO:chr8:28444:10,NA,ENSG00000147459.18,0.72,0.48,2.94,0.73,0.75,0.27,0.74,1.94,0.09,0.82,1.25,0.38
ENST00000276414.4,GNRH1-201,ENSG00000147437.10,0.86,1.93,1.09,1.57,2.88,2.07,4.75,2.42,1.66,6.25,0,1.6
ENST00000518890.5,PPP2R2A-208,ENSG00000221914.11,0.58,0,1.62,1.09,1.6,1.46,1.95,0,1.93,1.81,0,0
ENST00000380737.8,PPP2R2A-202,ENSG00000221914.11,1.63,0.81,12.75,2.78,5.86,8.46,7.72,0.32,5.19,4.51,1.39,8.73
ESPRESSO:chr8:28457:5,NA,ENSG00000221914.11,1.63,0.81,0.72,0,0.65,0.79,0.15,0.32,0.62,0.32,1.39,0.79
ENST00000380629.7,BNIP3L-201,ENSG00000104765.16,5.77,2.9,98.5,34.8,35.59,26.63,53.78,2.42,32.78,50.46,0,29.43
ENST00000523949.5,BNIP3L-207,ENSG00000104765.16,1.87,0,0.25,0.98,0.54,3.27,0.42,0,1.13,1.65,0,1.41
ENST00000523616.1,PNMA2-208,ENSG00000240694.9,2.31,1.93,0,0,0.32,0.81,0.32,0.48,1.29,0.49,1.67,1.07
ENST00000311151.9,DPYSL2-201,ENSG00000092964.18,14.99,15.96,43.61,1.69,24.33,33.91,43.08,8.72,30.95,40.65,11.62,26.2
ENST00000522362.7,PNMA2-204,ENSG00000240694.9,15.09,2.05,0.49,0.06,3.31,13.13,4.02,6.17,8.38,3.97,11.26,11.24
ENST00000350889.9,STMN4-202,ENSG00000015592.17,31.18,10.97,48.58,0.86,21.23,58.08,12.22,9.58,35.03,2.4,29.94,30.6
ENST00000523048.5,STMN4-207,ENSG00000015592.17,2.93,1.29,9.43,0,5.27,11.29,0.75,0.53,4.39,0.55,0.54,4.59
ENST00000265770.11,STMN4-201,ENSG00000015592.17,97.27,24.93,311.42,1.5,137.24,142.64,44.71,46.34,129.82,19.96,43.88,92.54
ESPRESSO:chr8:28467:19,NA,ENSG00000015592.17,16.06,0.18,38.88,0.14,33.84,32.85,5.17,20.61,13.81,2.28,16.14,14.13
ESPRESSO:chr8:28467:14,NA,ENSG00000015592.17,1.4,0,12.71,0,2.99,6.1,1.12,2.32,2.81,0.55,0,4.91
ESPRESSO:chr8:28467:12,NA,ENSG00000015592.17,1.9,0,6.86,0,1.73,2.74,0.11,0,1.67,0.82,0.42,1.46
ENST00000522245.1,PTK2B-215,ENSG00000120899.18,7.49,0,0.31,0.97,5.34,14.77,3.26,1.45,6.91,1.15,5.42,8.6
ENST00000346049.10,PTK2B-201,ENSG00000120899.18,30.95,17.74,0,1.18,15.84,65.87,17.13,8.6,41.17,11.28,30.54,49.38
ESPRESSO:chr8:28469:22,NA,ENSG00000120899.18,0.18,0,0,0,0.47,0.97,1.85,0,1.35,0.71,5,0.69
ENST00000521400.6,EPHX2-207,ENSG00000120915.14,1.65,0.48,5.21,7.38,17.41,8.47,5.27,3.39,8.79,6.42,0.83,7.77
ENST00000522299.5,CLU-211,ENSG00000120885.22,57.25,68.5,25.4,38.41,41.36,56.64,60.94,66.74,50.34,59.77,43.87,35.63
ENST00000523500.5,CLU-215,ENSG00000120885.22,404.11,265.4,359.64,413.2,487.74,491.9,545.05,324.03,524.47,567.96,394.21,422.6
ENST00000316403.15,CLU-201,ENSG00000120885.22,5954.11,3360.41,5288.41,5648.84,7810.51,7673.76,8111.51,4307.37,7473.59,8980.81,3738.34,5887.39
ENST00000521770.1,CLU-208,ENSG00000120885.22,1278.18,685.78,570.08,1202.38,1086,1121.66,986.43,1043.46,1165.33,1390.65,1417.26,1106.85
ENST00000405140.7,CLU-202,ENSG00000120885.22,44.21,0,136.24,3.26,120.16,46.97,141.44,68.04,85.71,136.36,0,88.07
ENST00000522098.1,CLU-209,ENSG00000120885.22,0.87,0,1.65,1.82,1.39,1.98,1.37,1.94,1.11,4.28,0,2.36
ENST00000519472.5,CLU-204,ENSG00000120885.22,146.42,115.44,166.82,137.89,192.97,164.8,185.95,184.5,165.62,208.42,131.64,112.23
ESPRESSO:chr8:28473:79,NA,ENSG00000120885.22,30.96,0,4.93,6.23,5.85,9.09,14.56,2.37,19.2,3.55,0,0
ESPRESSO:chr8:28473:147,NA,ENSG00000120885.22,0,0,3.71,0,2.1,1.07,7.06,0,0.7,3.89,0,4.88
ESPRESSO:chr8:28473:75,NA,ENSG00000120885.22,2.91,0,1.04,1.46,1.26,3.21,2.69,0,0.7,2.46,2.63,0.66
ESPRESSO:chr8:28473:95,NA,ENSG00000120885.22,194.56,131.59,160.76,237.25,265.64,273.49,286.38,181.49,281.63,315.25,33.08,193.94
ESPRESSO:chr8:28473:27,NA,ENSG00000120885.22,43.18,6.92,46.78,27.29,34.1,57.24,58.71,7.78,53.24,70.73,0.93,29.68
ESPRESSO:chr8:28473:98,NA,ENSG00000120885.22,15.75,0,13.53,16.51,19.58,20.64,20.9,13.36,17.6,23.43,10.21,14.28
ESPRESSO:chr8:28473:72,NA,ENSG00000120885.22,14.33,0,1.42,0,0,1.94,3.87,0,1.69,3.21,0,1.83
ESPRESSO:chr8:28473:139,NA,ENSG00000120885.22,1.49,0,5.17,2.78,6.26,2.37,7.04,0,5.74,11.97,11.96,4.53
ESPRESSO:chr8:28473:16,NA,ENSG00000120885.22,9.93,2.02,1.51,0,0,2.16,6.09,0,5.03,8.67,0,9.25
ESPRESSO:chr8:28473:122,NA,ENSG00000120885.22,0.74,0,0.24,0,1.48,1.05,1.59,0,0,2,14.71,1.37
ESPRESSO:chr8:28473:80,NA,ENSG00000120885.22,3.7,0,0.75,0.7,1.06,0.16,0.8,8.71,0.17,1.17,0,0.5
ESPRESSO:chr8:28473:113,NA,ENSG00000120885.22,6.98,0,6.16,8.29,12.25,10.18,11.54,0,8.82,9.83,0,7.42
ESPRESSO:chr8:28473:36,NA,ENSG00000120885.22,0,21.91,2.35,8.5,0,8.32,0,10.27,5.67,0,30.34,2.24
ESPRESSO:chr8:28473:26,NA,ENSG00000120885.22,1.88,0.97,0.43,3.74,4.97,0,15.49,0,3.04,12.34,1.26,0.23
ESPRESSO:chr8:28473:146,NA,ENSG00000120885.22,0.76,0,1.24,0.79,1.37,0.73,3.36,0,1.34,1.66,0,0.38
ESPRESSO:chr8:28473:57,NA,ENSG00000120885.22,21.46,0,8.04,8.45,6.18,12.95,19.06,0,2.04,1.08,0.42,6.11
ESPRESSO:chr8:28473:62,NA,ENSG00000120885.22,2.41,0.15,4.82,0.48,1.42,2.64,3.1,0,2.63,7.18,0,0.48
ESPRESSO:chr8:28473:39,NA,ENSG00000120885.22,4.07,2.69,4.17,4.27,0,2.19,0,2.19,0,0,0,1.84
ESPRESSO:chr8:28473:20,NA,ENSG00000120885.22,0,2.02,3.03,12.51,9.42,4.31,0,7.75,11.07,2.89,0,1.68
ESPRESSO:chr8:28473:58,NA,ENSG00000120885.22,4.44,0,11.64,6.96,9.78,5.62,5.72,0,2.74,17.63,0.42,6.82
ESPRESSO:chr8:28473:43,NA,ENSG00000120885.22,4.18,0,0.3,1.51,0.54,1.06,0.38,0,0.85,1.98,0,1.33
ESPRESSO:chr8:28473:103,NA,ENSG00000120885.22,5.33,25.94,6.21,7.22,9.63,6.05,7.8,0,6.72,6.05,0,4.74
ESPRESSO:chr8:28473:52,NA,ENSG00000120885.22,7.89,0.98,6,9.52,7.87,14.87,9.89,6.37,12.05,15.71,0.56,11.95
ESPRESSO:chr8:28473:10,NA,NA,0.29,0.97,0.67,0,0.96,0.72,0.53,0,0.92,1.15,0,0.38
ESPRESSO:chr8:28473:116,NA,ENSG00000120885.22,9.18,13.04,12.11,12.17,15.31,18.13,16.75,6.04,14.33,18.52,15.38,12.73
ESPRESSO:chr8:28473:54,NA,ENSG00000120885.22,0,0.98,4.54,0,2.64,0.67,2.59,0,0.75,1.65,0.56,2.63
ESPRESSO:chr8:28473:128,NA,ENSG00000120885.22,3.3,0,0.85,1.22,0.57,0.55,1.62,0,1.65,0.61,0,1.01
ESPRESSO:chr8:28473:59,NA,ENSG00000120885.22,6.51,3.58,20.53,17.23,21.51,34.61,27.22,52.29,32.21,20.73,0.42,13.54
ESPRESSO:chr8:28473:129,NA,ENSG00000120885.22,1.24,0,0.09,0,1.07,1.99,3.4,0,0.68,1.78,0,0.84
ESPRESSO:chr8:28473:119,NA,ENSG00000120885.22,5.04,4.2,8.77,10.15,10.87,10.69,12.64,2.69,12.37,16.75,5.53,10.22
ESPRESSO:chr8:28473:105,NA,ENSG00000120885.22,3.85,0,5.1,6.43,7.5,9.77,9.07,11.17,6.95,12.15,0,5.72
ESPRESSO:chr8:28473:108,NA,ENSG00000120885.22,0.76,0,1.04,0.39,2.36,1.28,2.49,0,0.95,2.34,0,0.56
ESPRESSO:chr8:28473:12,NA,NA,3.03,3.38,1.04,4.35,2.35,2.25,1.79,5.81,2.86,2.96,5,2.66
ESPRESSO:chr8:28473:50,NA,ENSG00000120885.22,0,0,3.98,4.79,5.58,1.12,7.37,8.02,1.77,6.62,0.42,1.04
ESPRESSO:chr8:28473:94,NA,ENSG00000120885.22,0,0,1.43,2.18,1.04,1.58,2.13,0,1.89,2.22,14.71,0.82
ESPRESSO:chr8:28473:88,NA,ENSG00000120885.22,72.78,43.69,56.91,81.28,84.4,89.78,96.48,68.85,81.31,105.7,55.9,68.35
ESPRESSO:chr8:28473:141,NA,ENSG00000120885.22,0,0,7.85,7.55,9.68,2.44,1.93,0,5.17,14.14,0,7.32
ESPRESSO:chr8:28473:86,NA,ENSG00000120885.22,0,0,1.26,0,0.7,0.96,1.94,0,0.77,2.11,0,0.55
ESPRESSO:chr8:28473:144,NA,ENSG00000120885.22,4.49,0,2.9,0,3.74,2.57,4.75,0,5.2,1.32,41.76,2.28
ESPRESSO:chr8:28473:120,NA,ENSG00000120885.22,0,0,0.7,0.61,0.49,1.24,0.95,0,1.14,2.27,0,0.31
ESPRESSO:chr8:28473:100,NA,ENSG00000120885.22,10.65,0,6.01,6.35,9.22,9.73,9,0,7.29,14.01,0,7.2
ESPRESSO:chr8:28473:15,NA,ENSG00000120885.22,1.65,2.02,4.55,0,3.77,17.28,0,0,1.01,5.78,0,0
ESPRESSO:chr8:28473:90,NA,ENSG00000120885.22,0,0,0.45,0.22,1.1,1.07,1.03,1.47,1.72,0.68,0,0.67
ESPRESSO:chr8:28473:111,NA,ENSG00000120885.22,2.26,0,3.01,4.78,3.54,4.6,5.66,5.14,3.66,3.67,0,1.91
ESPRESSO:chr8:28473:61,NA,ENSG00000120885.22,2.23,0,7.87,3.13,3.48,4.07,2.17,0,4.82,3.46,0,3.15
ESPRESSO:chr8:28473:33,NA,ENSG00000120885.22,1.2,0,0.94,0.28,0.17,1.16,0.29,0,1.22,2.07,0.42,1.11
ESPRESSO:chr8:28473:115,NA,ENSG00000120885.22,24.48,6.37,49.58,41.78,59.1,56.58,79.62,15.13,45.99,71.67,5.13,40.6
ESPRESSO:chr8:28473:101,NA,ENSG00000120885.22,6.11,0,8.49,8,9.05,11.19,13.45,10.8,11.53,10.07,0,5.89
ESPRESSO:chr8:28473:118,NA,ENSG00000120885.22,1.23,4.2,0.26,0,1.01,1.22,0,2.69,0,0,5.53,0
ESPRESSO:chr8:28473:2,NA,NA,0.58,4.35,0.37,0.85,0.64,0.54,1.26,2.42,0.64,1.15,2.09,1.22
ESPRESSO:chr8:28473:38,NA,ENSG00000120885.22,5.09,2.69,6.55,2.14,3.8,5.48,9.4,2.19,8.23,14.84,0,1.84
ESPRESSO:chr8:28473:77,NA,ENSG00000120885.22,0,0,15.37,12.69,11.04,17.59,16.57,0.25,14.19,23.54,0,13.8
ESPRESSO:chr8:28473:5,NA,NA,1.44,0,0.37,1.33,1.07,0.36,1.05,0,1.75,0.33,0.42,0.84
ESPRESSO:chr8:28473:140,NA,ENSG00000120885.22,0,0,1.61,7.19,4.38,11.43,3.25,13.98,2.36,24.58,0,0
ESPRESSO:chr8:28473:127,NA,ENSG00000120885.22,1.1,0,1.71,0.3,1.53,2.96,1.62,0,1.1,3.66,0,0.5
ESPRESSO:chr8:28473:85,NA,ENSG00000120885.22,2.99,0,1.3,3.37,2.3,2.62,3.02,0,2.46,3.48,2.64,2.71
ESPRESSO:chr8:28473:41,NA,ENSG00000120885.22,7.44,1.49,14.67,8.32,14.39,16.15,24.32,4.81,20.5,26.24,0,11.81
ESPRESSO:chr8:28473:96,NA,ENSG00000120885.22,0.86,0,0.49,0.78,0.45,1.54,0.27,2.41,1.95,0.24,0,0.66
ESPRESSO:chr8:28473:149,NA,ENSG00000120885.22,33.68,0,61.11,60.39,85.04,76.63,138.73,15.08,83.01,204.3,55.94,52.12
ESPRESSO:chr8:28473:55,NA,ENSG00000120885.22,8.6,0,5.01,3.4,6.21,7.42,5.64,0,11.55,6.5,0.42,12.2
ESPRESSO:chr8:28473:131,NA,ENSG00000120885.22,0,0,1.58,0.19,2.36,1,1.49,0,1.17,1.99,0,2.7
ESPRESSO:chr8:28473:92,NA,ENSG00000120885.22,1.79,0,1.24,1.83,2.38,1.88,1.6,0,1.41,0.92,3.94,2
ESPRESSO:chr8:28473:84,NA,ENSG00000120885.22,8.22,6.94,7.11,12.93,10.56,10.82,11.22,7.41,11.35,10.38,6.83,7.98
ESPRESSO:chr8:28473:47,NA,ENSG00000120885.22,0,6.85,1.19,0,1.24,3,0,0,1.77,0,0.42,1.04
ESPRESSO:chr8:28473:145,NA,ENSG00000120885.22,21.64,0,23.29,21.28,49.39,23.77,81.22,22.34,41.26,111.9,0,38.24
ESPRESSO:chr8:28473:42,NA,ENSG00000120885.22,9.88,14.26,2.82,9.53,2.31,2.12,3.56,13,5.6,6.16,15.79,6.55
ESPRESSO:chr8:28473:53,NA,ENSG00000120885.22,4.86,0.98,3.49,0.94,0.88,0,6.19,0,2.26,1.55,0.56,1.86
ESPRESSO:chr8:28473:76,NA,ENSG00000120885.22,0,0,7.54,1.75,10.37,12.09,11.92,0.03,8.39,10.08,0,10.85
ESPRESSO:chr8:28473:151,NA,ENSG00000120885.22,14.6,0,4.12,2.48,13.41,22.94,44.05,0,4.7,72.4,0,4.94
ESPRESSO:chr8:28473:137,NA,ENSG00000120885.22,0,0,1.66,0.6,2.35,1.23,2.24,0,1.3,4.78,0,0.33
ESPRESSO:chr8:28473:99,NA,ENSG00000120885.22,42.3,42.64,37.89,45.31,56.32,62.7,59.01,36.21,52.49,59.41,42,45.46
ESPRESSO:chr8:28473:93,NA,ENSG00000120885.22,3.75,0,4.14,0,4.56,3.12,6.99,0,3.5,6.28,14.71,4.13
ESPRESSO:chr8:28473:56,NA,ENSG00000120885.22,0,0,3.09,6.98,4.19,0,5.74,0,4.11,9.91,0.42,4.33
ESPRESSO:chr8:28473:66,NA,ENSG00000120885.22,0,3.05,4.81,10.46,6.71,6.19,3.16,13.12,8.2,8.78,0,4.19
ESPRESSO:chr8:28473:65,NA,ENSG00000120885.22,13.15,2.64,13.59,4.64,6.53,16.94,18.52,0,11.58,18.07,0,5.47
ESPRESSO:chr8:28473:30,NA,ENSG00000120885.22,3.37,0,3.43,3.67,6.73,3.9,6.46,0,1.14,10.86,0.93,5.35
ESPRESSO:chr8:28473:32,NA,ENSG00000120885.22,12.22,0,2.33,0,3.83,0.01,9.04,0.01,0.01,5.59,0,3.37
ESPRESSO:chr8:28473:150,NA,ENSG00000120885.22,3.83,0,1.37,1.19,3.45,2.67,2.92,0,0,9.59,0,1.81
ESPRESSO:chr8:28473:18,NA,ENSG00000120885.22,9.89,1.6,15.86,4.16,16.83,8.59,12.13,7.75,5.03,8.63,3.75,15.11
ESPRESSO:chr8:28473:31,NA,ENSG00000120885.22,2.29,0,4.49,1.24,4.94,2.96,9.44,0,1.15,5.68,1.51,0
ESPRESSO:chr8:28473:121,NA,ENSG00000120885.22,3.42,0,2.53,1.59,3.04,0.98,4.13,0,4.33,8.76,0,3.56
ESPRESSO:chr8:28473:83,NA,ENSG00000120885.22,4.54,2.47,3.74,5.04,5.55,3.84,6.36,3.46,3.93,7.83,2.99,3.56
ESPRESSO:chr8:28473:130,NA,ENSG00000120885.22,0,0,1.58,0.19,1.56,1,1.49,0,1.17,1.99,0,2.7
ENST00000337221.8,SCARA3-202,ENSG00000168077.14,5.77,5.32,2.05,8.7,11.34,10.16,17.68,5.33,4.7,14.31,4.59,4.55
ENST00000356537.9,CCDC25-201,ENSG00000147419.19,0.61,1.45,4.06,4.28,5.12,4.55,9.18,0,3.01,5.33,0.12,1.44
ENST00000520202.5,CCDC25-206,ENSG00000147419.19,0.72,0,4.29,0.32,0.99,1.48,1.89,0,3.5,2.07,0.12,0.46
ENST00000519509.5,CCDC25-204,ENSG00000147419.19,0,0,1.11,1.28,1.45,0.81,0.78,0,0,0.7,0.12,0.53
ENST00000521220.1,CCDC25-208,ENSG00000147419.19,2.59,1.45,0.8,2.06,1.28,1.62,2.84,0.48,2.76,1.98,0,1.29
ENST00000520486.5,CCDC25-207,ENSG00000147419.19,1.11,0,1.1,0.51,3.51,1.83,3.11,1.21,0.9,5.17,0.12,2.29
ESPRESSO:chr8:28478:11,NA,ENSG00000147419.19,1.59,1.45,0,0,0.43,0.9,0.74,0.48,0.18,0.66,1.25,0.08
ENST00000524103.5,ELP3-218,ENSG00000134014.18,0,0,1.04,0,0.77,2.37,2.9,0,0.56,0.49,0,1.22
ENST00000256398.13,ELP3-201,ENSG00000134014.18,2.33,0.08,6.71,3.39,7.77,12.31,5.49,0.14,10.15,6.42,0.42,13.28
ENST00000301908.8,PNOC-201,ENSG00000168081.9,4.32,0,0.31,0,0.32,8.77,1.26,5.81,2.08,0.77,3.75,5.95
ENST00000380254.7,FBXO16-202,ENSG00000214050.8,3.32,1.45,0.61,0,1.86,3.46,0.37,1.45,4.39,1.76,7.51,6.22
ENST00000344423.10,ZNF395-201,ENSG00000186918.14,0,0,0.18,0.48,0.85,0.63,1.37,1.45,2.03,1.65,0,0.23
ESPRESSO:chr8:28486:25,NA,ENSG00000214050.8,0,0.97,0.49,1.69,1.04,0.67,2.58,0,0.63,0.71,0,0.07
ENST00000240093.8,FZD3-201,ENSG00000104290.11,0,2.9,0.43,0.97,2.03,1.37,2.95,3.39,2.86,1.98,1.25,2.06
ENST00000220562.9,EXTL3-201,ENSG00000012232.10,1.15,0.89,0.12,0.22,0.91,2.69,2.95,0,2.3,5.33,0.83,1.66
ENST00000521022.6,INTS9-211,ENSG00000104299.15,0.38,0.48,3.98,0.89,3.31,2.95,3.62,0.64,7.09,3.28,2.09,4.11
ESPRESSO:chr8:28491:14,NA,ENSG00000197892.13,0.86,0,2.02,1.33,1.59,0.18,0.63,0.48,1.11,3.13,3.99,1.45
ENST00000517569.1,SARAF-202,ENSG00000133872.14,7.21,4.83,0.61,1.81,2.78,5.85,2.21,2.91,3.96,1.81,6.67,3.35
ENST00000520303.5,SARAF-206,ENSG00000133872.14,14.52,2.78,7.54,5.1,24.55,63.35,27.47,3.17,29.3,46.1,4.9,41.27
ENST00000545648.2,SARAF-214,ENSG00000133872.14,14.52,2.78,7.54,5.1,0,0,0,3.17,0,0,4.9,0
ENST00000518174.5,SARAF-203,ENSG00000133872.14,11.46,0,6.05,1.75,11.53,20.76,9.71,2.83,17.02,13.36,0,13.19
ENST00000256255.11,SARAF-201,ENSG00000133872.14,78.99,21.25,136.96,56.62,118.22,280.93,192.06,52.39,248.16,136.62,15.96,196.77
ESPRESSO:chr8:28508:4,NA,ENSG00000133872.14,0.66,0.04,0.58,0,0.73,3.25,0.83,0,0.79,0.33,0.16,0.75
ESPRESSO:chr8:28508:7,NA,ENSG00000133872.14,0.65,0.14,2.78,1.44,1.69,1.75,0.96,2.59,4.15,3.78,0.27,2.7
ESPRESSO:chr8:28508:5,NA,ENSG00000133872.14,0.28,0.08,2.08,0.51,3.28,6.24,4.67,1.57,4.39,2.72,0.25,4.49
ENST00000522540.5,DCTN6-205,ENSG00000104671.8,3.63,5.41,1.17,2.7,4.81,5.65,3.51,10.2,2.5,1.02,8.13,3.54
ENST00000221114.8,DCTN6-201,ENSG00000104671.8,38.95,4.67,125.2,35.2,84.01,79.86,84.75,26.07,79.68,85.08,0.63,84.07
ENST00000522141.5,DCTN6-204,ENSG00000104671.8,0,0,2.15,0.24,1.6,1.08,2.11,0,0.18,2.8,0,1.07
ENST00000321250.13,LEPROTL1-201,ENSG00000104660.19,7.21,2.42,15.5,14.03,9.89,15.01,15.58,2.91,20.52,19.59,0.83,13.39
ENST00000523116.5,LEPROTL1-208,ENSG00000104660.19,0,0,1.47,0.24,0.88,0.81,6,0,3.13,3.95,0,1.39
ESPRESSO:chr8:28510:14,NA,"ENSG00000104671.8,ENSG00000104660.19",2.2,5.2,0.94,0,0.83,2.46,0.53,0,0.89,0.42,0,0.1
ESPRESSO:chr8:28510:22,NA,"ENSG00000104671.8,ENSG00000104660.19",1.65,0,1.98,0.94,0.54,1.88,4.6,0,1.26,0.4,0,2.38
ESPRESSO:chr8:28510:13,NA,"ENSG00000104671.8,ENSG00000104660.19",1.45,0,2.31,0.48,0.13,1.09,1.32,2.47,0.76,1.46,0,2.14
ENST00000339877.8,RBPMS-203,ENSG00000157110.16,2.38,0.73,2.63,18.25,1.92,3.65,7.41,0.97,2.4,6.58,0,3.2
ENST00000520916.1,RBPMS-211,ENSG00000157110.16,1.59,1.93,0.98,14.27,0.75,1.89,4.95,0,1.11,0.49,2.92,0
ENST00000517349.2,SMIM18-201,ENSG00000253457.3,4.47,0,1.41,0,2.24,3.15,5.37,0.97,6.08,0.66,0,6.13
ENST00000355904.9,GTF2E2-201,ENSG00000197265.9,9.8,4.35,7.8,13.06,5.3,21.11,14.48,2.91,14.51,12.01,2.73,15.61
ENST00000221130.11,GSR-201,ENSG00000104687.14,1.44,2.42,1.41,2.3,1.5,3.24,0.84,0,2.76,2.8,5.84,2.82
ENST00000265616.10,UBXN8-201,ENSG00000104691.16,2.09,0,9.64,2.55,2.18,3.44,7.01,1.94,6.5,2.53,0,5.19
ENST00000380154.9,UBXN8-203,ENSG00000104691.16,0.89,0,3.62,0.18,2.04,1.57,3.17,0,0.51,2.9,0,0.17
ENST00000518532.1,PPP2CB-203,ENSG00000104695.13,15.71,5.8,23.89,9.31,30.86,30.98,27.49,4.84,24.97,22.22,1.67,25.28
ENST00000221138.9,PPP2CB-201,ENSG00000104695.13,17.87,6.29,49.11,19.61,40.41,49.67,53.19,0,42.16,63.98,5.84,48.99
ESPRESSO:chr8:28522:4,NA,ENSG00000104695.13,0,0,8.78,2.52,19.93,10.22,12.71,7.75,12.1,25.06,0,6.74
ENST00000520502.7,NRG1-210,ENSG00000157168.21,4.06,1.45,0.06,0,1.17,4.69,0,0.48,2.87,0.66,3.75,6.43
ENST00000659524.1,ENST00000659524,ENSG00000247134.8,1.44,0.97,1.57,2.48,5.15,1.71,5.83,0,2.49,8.82,0,2.06
ENST00000327671.10,FUT10-201,ENSG00000172728.16,0.29,0.24,1.26,0.97,3.87,1.58,1.7,0.48,1.01,2.3,0.81,0.64
ENST00000360742.9,TTI2-201,ENSG00000129696.13,3.01,2.91,2.98,4.71,3.72,9.04,2.42,2.06,12.09,3.92,3.17,6.26
ENST00000360128.11,MAK16-201,ENSG00000198042.11,2.16,0.48,1.1,1.69,1.17,1.8,0,2.32,0.92,0.16,0,0.91
ENST00000431156.7,TTI2-202,ENSG00000129696.13,3.01,0.72,5.63,2.75,3.02,3.87,5,2.06,4.34,0.49,3.17,3.83
ESPRESSO:chr8:28540:4,NA,ENSG00000129696.13,2.34,0.72,2.13,1.74,0.41,8.42,4.16,2.06,2.99,1.85,0.08,0.16
ENST00000256261.9,DUSP26-201,ENSG00000133878.9,6.14,3.63,2.97,0.41,4.87,10.8,6.63,3.27,8.39,0.98,0,10.39
ESPRESSO:chr8:28547:2,NA,ENSG00000133878.9,11.3,3.63,5.31,0.68,5.39,19.65,8.94,7.86,16.35,3.43,9.17,11.21
ESPRESSO:chr8:28554:21,NA,ENSG00000156687.11,3.03,1.93,0,0.24,0.64,0.72,0.21,1.94,0.09,1.48,2.09,0.38
ESPRESSO:chr8:28573:6,NA,NA,0.29,0,0.86,0.85,2.46,0.63,2.63,0,0.64,1.65,0.42,1.83
ESPRESSO:chr8:28574:4,NA,NA,0.29,0,0.86,0.85,2.46,0.63,2.63,0,0.64,1.65,0.42,1.83
ENST00000328195.8,PLPBP-201,ENSG00000147471.12,0.15,0,7.77,2.3,4.02,7.44,10.09,0.48,4.87,5.58,0,3.56
ENST00000520073.5,PLPBP-203,ENSG00000147471.12,9.65,8.7,6.25,6.41,12.28,20.36,8,7.75,6.08,14.81,2.92,9.29
ENST00000220659.11,BRF2-201,ENSG00000104221.13,2.59,1.45,8.52,4.72,6.94,13.96,7.9,0.48,8.38,4.11,0,9.82
ENST00000338825.5,EIF4EBP1-201,ENSG00000187840.5,22.05,3.87,8.44,39.14,17.51,15.67,24.12,3.87,12.71,24.82,9.59,9.21
ENST00000287322.5,BAG4-201,ENSG00000156735.11,1.3,0,1.37,0.24,1.39,4.59,2,0,2.67,2.3,0,3.27
ENST00000276449.9,STAR-201,ENSG00000147465.12,1.59,0,0.06,0.24,0.96,5.74,0.42,0,2.03,0.82,0,5.16
ENST00000520286.5,LSM1-202,ENSG00000175324.10,0.58,0.97,7.95,4.01,1.94,5.35,3.72,0,4.11,3.95,0.83,4.21
ENST00000343823.11,ASH2L-201,ENSG00000129691.16,11.53,2.4,11.33,5.08,11.47,20.7,11.72,2.75,11.96,6.88,3.47,19.49
ENST00000432471.6,BAG4-202,ENSG00000156735.11,0.43,0,0.72,0,0.21,1.89,2.21,0,0.83,0.99,0,1.68
ENST00000520755.5,LSM1-203,ENSG00000175324.10,9.08,2.9,9.59,10.21,14.7,12.67,30.7,3.87,21.73,13.34,4.17,9.06
